estacao=Natal (automatica) (9000553);;;;;;;;;;;;;;;;;;;;;;;
municipio=Natal (2408102);;;;;;;;;;;;;;;;;;;;;;;
latitude=-5,8333;;;;;;;;;;;;;;;;;;;;;;;
longitude=-35,2;;;;;;;;;;;;;;;;;;;;;;;
altitude=39,0m ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
* variaveis calculadas pelo sistema ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
09/02/2017;25,3;não;28,2;não;31,1;não;0;não;9;9;68;não;88;não;3,48;23,45;3,6;22,9;25,3;1003,4;1006,9;1,73;48,68
08/02/2017;24;não;27,55;não;31,1;não;0;não;8;8;64;não;88;não;3,68;25,02;3,7;21,6;24,1;1003,6;1006,4;1,89;50,41
07/02/2017;25,3;não;27,95;não;30,6;não;0;não;7;7;62;não;84;não;3,28;24,44;3,6;21,5;23,5;1003,3;1006,5;1,74;52,3
06/02/2017;25,3;não;27,95;não;30,6;não;0;não;6;6;63;não;85;não;3,28;24,94;3,8;21,9;23,7;1004;1007,2;1,8;54,04
05/02/2017;26,2;não;28,5;não;30,8;não;0;não;5;5;64;não;81;não;3,24;25,35;4;21,5;24,5;1004,4;1007,2;1,84;55,84
04/02/2017;26,4;não;28,4;não;30,4;não;0;não;4;4;56;não;78;não;3,05;24,13;3,6;20;24;1004,1;1008,1;1,79;57,68
03/02/2017;26,4;não;28,4;não;30,4;não;0;não;3;3;63;não;79;não;3,05;25,54;3,6;21,7;23,6;1005,1;1008;1,84;59,47
02/02/2017;26,5;não;28,5;não;30,5;não;0;não;2;2;64;não;84;não;3,08;23,45;4,3;22,4;24,5;1004,7;1007,1;1,92;61,31
01/02/2017;26;não;28,25;não;30,5;não;0,4;não;1;1;69;não;87;não;3,15;23,23;3,2;23;24,7;1004,7;1007,7;2,16;63,23
31/01/2017;23,6;não;26,85;não;30,1;não;11,2;não;0;0;65;não;94;não;3,31;21,29;4;21,7;24,7;1005,3;1009,2;3,31;64,99
30/01/2017;26,5;não;28,7;não;30,9;não;0;não;2;8;62;não;80;não;3,24;23,3;5,5;21,7;23,7;1005,3;1009,3;1,88;57,1
29/01/2017;26,5;não;28,65;não;30,8;não;0;não;1;7;62;não;83;não;3,2;24,57;5,3;21,6;23,9;1006,3;1009;1,92;58,98
28/01/2017;25,2;não;27,9;não;30,6;não;2,8;não;0;6;65;não;90;não;3,3;22,68;4,6;22,3;24,6;1006,8;1009,6;3,11;60,9
27/01/2017;26,6;não;28,75;não;30,9;não;0;não;5;5;66;não;81;não;3,23;24,22;4,3;22,3;24,6;1007,1;1009,7;2,01;61,21
26/01/2017;25;não;27,85;não;30,7;não;0;não;4;4;62;não;83;não;3,37;25,09;3,8;21,3;23,8;1006,6;1009,5;2,16;63,22
25/01/2017;24,7;não;27,55;não;30,4;não;0;não;3;3;63;não;86;não;3,29;25,09;4,6;21,8;23,7;1005,9;1008,9;2,19;65,38
24/01/2017;26,6;não;28,55;não;30,5;não;0;não;2;2;64;não;85;não;3,07;24,76;4,5;21,5;24,5;1005,5;1008,6;2,11;67,57
23/01/2017;23,9;não;27,1;não;30,3;não;0,4;não;1;1;70;não;95;não;3,36;23,42;4,2;22,8;25,6;1005;1009,1;2,49;69,68
22/01/2017;22,9;não;25,05;não;27,2;não;49,8;não;0;0;77;não;96;não;2,32;2,66;3,4;22,2;24,2;1004,6;1008,3;2,32;71,77
21/01/2017;26,4;não;28,65;não;30,9;não;0;não;4;23;55;não;78;não;3,27;20,56;4,2;20,9;23,7;1004,8;1008,5;0,8;24,29
20/01/2017;23,7;não;26,9;não;30,1;não;0;não;3;22;58;não;85;não;3,31;22,75;3,6;20,2;23;1005,5;1008,3;0,85;25,09
19/01/2017;24,5;não;27,6;não;30,7;não;0;não;2;21;61;não;86;não;3,45;24,78;4,8;21,6;23,8;1004,1;1007,1;0,91;25,94
18/01/2017;26,5;não;28,8;não;31,1;não;0;não;1;20;61;não;83;não;3,34;24,98;5,3;21,9;24,3;1002,5;1006;0,91;26,85
17/01/2017;24,1;não;27,3;não;30,5;não;3,8;não;0;19;62;não;89;não;3,43;21,98;3,8;20,9;23,9;1003,7;1006,9;3,43;27,76
16/01/2017;26,2;não;28,6;não;31;não;0;não;8;18;60;não;80;não;3,34;24,79;4,9;21,5;23,3;1003,5;1006,3;0,93;27,39
15/01/2017;25,6;não;28,45;não;31,3;não;0,2;não;7;17;60;não;83;não;3,56;24,46;4,1;21,4;23,5;1003,9;1006,7;1,16;28,32
14/01/2017;25,2;não;27,95;não;30,7;não;0;não;6;16;63;não;83;não;3,36;23,66;4,7;21,4;23,9;1002,3;1006,2;1,01;29,28
13/01/2017;25,9;não;28,35;não;30,8;não;0;não;5;15;59;não;80;não;3,3;24,56;4,3;21;23,1;1003,8;1006,3;1,01;30,29
12/01/2017;24,9;não;27,9;não;30,9;não;0;não;4;14;60;não;87;não;3,49;24,07;4,2;21,5;23,8;1004,4;1007,4;1,11;31,3
11/01/2017;26,2;não;28,25;não;30,3;não;0;não;3;13;65;não;82;não;3,06;19,5;3,9;21,6;23,5;1004,3;1007,8;1,01;32,41
10/01/2017;26,6;não;28,4;não;30,2;não;0;não;2;12;60;não;83;não;2,97;19,73;3,9;21,2;24;1003,8;1007,1;1,01;33,42
09/01/2017;23,6;não;26,95;não;30,3;não;0,4;não;1;11;65;não;90;não;3,42;23,63;4,5;21,3;24,4;1004,2;1007,3;1,45;34,43
08/01/2017;23,2;não;26,55;não;29,9;não;1,4;não;0;10;61;não;90;não;3,31;22,98;4,5;21;23,6;1003,6;1007,8;2,09;35,48
07/01/2017;23,7;não;27,1;não;30,5;não;0;não;9;9;62;não;84;não;3,49;25,08;5,8;20,2;23,4;1004,8;1008,1;1,28;36,17
06/01/2017;24;não;27,25;não;30,5;não;0;não;8;8;53;não;85;não;3,45;23,63;5,6;19,5;23,7;1004,3;1007,6;1,32;37,45
05/01/2017;26,2;não;28,6;não;31;não;0,2;não;7;7;59;não;83;não;3,35;18,74;5;20,9;24,2;1005;1008,2;1,44;38,77
04/01/2017;26,2;não;28,4;não;30,6;não;0;não;6;6;67;não;85;não;3,18;22,62;4,3;22,7;24,5;1005,9;1008,7;1,29;40,01
03/01/2017;25,7;não;27,9;não;30,1;não;0,2;não;5;5;65;não;85;não;3,05;22,43;3,3;22;24,2;1004,8;1007,5;1,39;41,3
02/01/2017;24,3;não;27,35;não;30,4;não;0;não;4;4;63;não;88;não;3,37;21,92;4,9;21,3;23,5;1004,1;1007,7;1,46;42,49
01/01/2017;26;não;28,3;não;30,6;não;0;não;3;3;61;não;82;não;3,21;22,78;5,5;21,6;23,6;1004,8;1007,9;1,43;43,95
31/12/2016;23,5;não;26,85;não;30,2;não;0;não;2;2;61;não;87;não;3,39;23,35;6,3;20,9;23,3;1005;1008,3;1,57;45,38
30/12/2016;24,7;não;27,4;não;30,1;não;0;não;1;1;54;não;83;não;3,19;23,97;5,8;19,2;22,8;1004,8;1008,1;1,52;46,95
29/12/2016;24,3;não;27,3;não;30,3;não;20,6;não;0;0;67;não;95;não;3,32;19,39;4,8;21,7;24,5;1004,8;1008,1;3,32;48,47
28/12/2016;24,8;não;27,1;não;29,4;não;1,6;não;0;6;70;não;92;não;2,9;16,65;4,2;22,1;24,7;1004,8;1007,8;2,01;31,19
27/12/2016;26,6;não;28,65;não;30,7;não;0;não;5;5;63;não;82;não;3,17;20,69;5,9;21,5;23,9;1005;1008,5;1,02;31,6
26/12/2016;26,5;não;28,4;não;30,3;não;0;não;4;4;66;não;83;não;3,03;18,53;5,3;22,6;24,2;1004,1;1007,3;1;32,62
25/12/2016;26,5;não;28,5;não;30,5;não;0;não;3;3;66;não;84;não;3,11;21,91;5,1;22,2;24,3;1003;1006,3;1,06;33,62
24/12/2016;24;não;27,4;não;30,8;não;0;não;2;2;61;não;90;não;3,58;22,65;5;21,6;24,1;1003,7;1006,4;1,27;34,68
23/12/2016;25,2;não;27,75;não;30,3;não;0,8;não;1;1;62;não;88;não;3,2;20,49;4,7;21,3;23,6;1003,2;1006,3;1,67;35,95
22/12/2016;23,4;não;26,5;não;29,6;não;32;não;0;0;70;não;95;não;3,16;14,81;4,7;22,1;25,4;1003,3;1007,1;3,16;36,82
21/12/2016;24,3;não;27,5;não;30,7;não;0,2;não;1;70;63;não;87;não;3,5;17,69;5,3;21,3;23,8;1002,9;1006,4;0,47;7,98
20/12/2016;23,7;não;27,3;não;30,9;não;1;não;0;69;62;não;92;não;3,67;23,64;5,8;21,5;24;1003,6;1006,6;1,22;8,25
19/12/2016;24,1;não;26,6;não;29,1;não;4,8;não;0;68;67;não;90;não;2,87;12,48;4,9;21,1;23,8;1003,8;1006,7;2,87;8,47
18/12/2016;26,4;não;28,55;não;30,7;não;0;não;1;67;61;não;81;não;3,2;20,58;4,9;21,2;23,5;1004,1;1006,9;0,22;6,54
17/12/2016;23,7;não;27,2;não;30,7;não;1,4;não;0;66;65;não;88;não;3,58;19,57;3,8;21,3;24,3;1004,5;1008;1,55;6,76
16/12/2016;26,7;não;28,75;não;30,8;não;0;não;12;65;63;não;81;não;3,2;18,39;6,2;21,7;23,7;1005,5;1009,8;0,22;6,91
15/12/2016;26,6;não;28,9;não;31,2;não;0;não;11;64;62;não;80;não;3,38;21,08;3,5;22;24,1;1005,5;1008,6;0,24;7,13
14/12/2016;25,9;não;28,6;não;31,3;não;0;não;10;63;61;não;78;não;3,53;24,4;4,3;20,9;23,4;1005,2;1008,5;0,27;7,37
13/12/2016;25,4;não;28,05;não;30,7;não;0;não;9;62;55;não;77;não;3,34;24,44;2,6;19,8;22,2;1004,3;1007,6;0,26;7,64
12/12/2016;26;não;28,3;não;30,6;não;0;não;8;61;57;não;79;não;3,21;23,39;4,3;20,5;22,8;1003,5;1006,9;0,26;7,9
11/12/2016;26;não;28,4;não;30,8;não;0;não;7;60;63;não;80;não;3,3;24,08;4,3;21,9;23,5;1004,9;1007,8;0,27;8,16
10/12/2016;26;não;28,5;não;31;não;0;não;6;59;61;não;80;não;3,38;23,25;3,4;21,6;23,6;1004,7;1007,6;0,29;8,43
09/12/2016;26,1;não;28,4;não;30,7;não;0;não;5;58;61;não;80;não;3,24;24,57;3,4;21,3;23,1;1004,4;1007,8;0,29;8,72
08/12/2016;25,9;não;28,4;não;30,9;não;0;não;4;57;62;não;82;não;3,35;21,35;4,1;22,1;23,7;1004,9;1007,5;0,3;9,01
07/12/2016;25,9;não;28,45;não;31;não;0;não;3;56;61;não;83;não;3,39;22,99;3,2;21,7;23,7;1004,7;1007,8;0,33;9,31
06/12/2016;26;não;28,55;não;31,1;não;0;não;2;55;61;não;84;não;3,42;23,87;3;21,6;24,4;1006;1009,3;0,33;9,64
05/12/2016;26,3;não;28,35;não;30,4;não;0;não;1;54;65;não;82;não;3,09;22,86;3,1;22,1;24,1;1004,9;1008,5;0,31;9,97
04/12/2016;24,9;não;27,7;não;30,5;não;1,2;não;0;53;65;não;90;não;3,32;23,55;3,9;21,8;24,1;1004,5;1007,7;1,42;10,28
03/12/2016;26;não;28,35;não;30,7;não;0;não;17;52;59;não;78;não;3,25;25,38;3,9;20,7;22,6;1005;1008,9;0,35;10,5
02/12/2016;26,3;não;28,5;não;30,7;não;0;não;16;51;63;não;80;não;3,21;23,24;4,4;21,4;23,6;1006,2;1009,2;0,36;10,85
01/12/2016;26,1;não;28,55;não;31;não;0;não;15;50;58;não;83;não;3,36;24,87;3,6;20,7;23,4;1006;1009,2;0,38;11,21
30/11/2016;25,9;não;28,15;não;30,4;não;0;não;14;49;62;não;82;não;3,14;24,08;2,7;21,5;23,3;1004,8;1007,8;0,37;11,59
29/11/2016;25,9;não;28,25;não;30,6;não;0;não;13;48;62;não;80;não;3,22;24;4;21,4;23,9;1004,1;1007,9;0,39;11,96
28/11/2016;24,9;não;27,7;não;30,5;não;0,4;não;12;47;57;não;86;não;3,32;24,3;5,5;20,1;22,9;1004,3;1008,6;0,76;12,35
27/11/2016;25,8;não;28,35;não;30,9;não;0;não;11;46;56;não;80;não;3,36;25,16;4,5;19,9;22,5;1004,6;1008,6;0,44;12,71
26/11/2016;25,3;não;27,95;não;30,6;não;0;não;10;45;56;não;80;não;3,3;24,97;4,9;19,9;22,2;1004,7;1008,2;0,44;13,15
25/11/2016;25,9;não;28,15;não;30,4;não;0;não;9;44;61;não;79;não;3,14;24,57;5,1;21,2;23,4;1005,5;1008,7;0,43;13,59
24/11/2016;26;não;28,25;não;30,5;não;0;não;8;43;62;não;80;não;3,16;25,08;3,8;21,3;23,4;1005,6;1008,5;0,45;14,02
23/11/2016;25,5;não;28,05;não;30,6;não;0;não;7;42;60;não;85;não;3,27;24,01;3,5;21,1;23,7;1004,8;1007,6;0,49;14,47
22/11/2016;26,1;não;28,35;não;30,6;não;0;não;6;41;64;não;80;não;3,19;22,67;3,6;21,4;23,3;1003,8;1007,9;0,48;14,96
21/11/2016;25,8;não;28,2;não;30,6;não;0;não;5;40;62;não;83;não;3,23;24,34;3,8;21,7;23,1;1005;1007,7;0,51;15,44
20/11/2016;25,6;não;27,95;não;30,3;não;0;não;4;39;63;não;82;não;3,13;20,75;3,3;21,4;23,3;1004,2;1006,9;0,5;15,95
19/11/2016;25,5;não;27,95;não;30,4;não;0;não;3;38;62;não;80;não;3,19;23,75;3,2;20,8;23,8;1002,4;1006,6;0,54;16,45
18/11/2016;25,9;não;28,3;não;30,7;não;0;não;2;37;62;não;81;não;3,25;24,02;3,2;21,7;23,6;1001,6;1006,3;0,56;16,99
17/11/2016;24,9;não;27,55;não;30,2;não;0,2;não;1;36;66;não;88;não;3,18;23,86;4,9;21,9;23,9;1003,4;1006,9;0,73;17,55
16/11/2016;24,7;não;27,4;não;30,1;não;3,2;não;0;35;66;não;91;não;3,17;20,08;3,1;21,4;24,9;1003,8;1006,5;3,17;18,08
15/11/2016;25,6;não;27,95;não;30,3;não;0;não;7;34;66;não;84;não;3,13;23,29;2,9;22,1;24,1;1002,9;1005,7;0,57;18,05
14/11/2016;25,6;não;27,9;não;30,2;não;0;não;6;33;62;não;80;não;3,09;24,95;3,8;20,8;23,3;1001,9;1005,8;0,59;18,62
13/11/2016;25,5;não;27,7;não;29,9;não;0;não;5;32;62;não;81;não;2,98;25,62;5;20,8;22,8;1002,9;1006,1;0,58;19,21
12/11/2016;25,4;não;27,85;não;30,3;não;0;não;4;31;61;não;82;não;3,15;23,95;4,1;21,2;23,5;1003,4;1006,9;0,63;19,79
11/11/2016;25,6;não;27,7;não;29,8;não;0;não;3;30;66;não;83;não;2,93;20,95;4,3;21,6;23,9;1003,7;1008,9;0,61;20,42
10/11/2016;25,2;não;27,55;não;29,9;não;0;não;2;29;60;não;86;não;3,02;23,94;3,7;20,7;23,2;1006,3;1010,2;0,65;21,03
09/11/2016;24,6;não;27,25;não;29,9;não;0,2;não;1;28;67;não;92;não;3,09;24,55;4,7;22;23,7;1006,5;1009,9;0,83;21,68
08/11/2016;24,3;não;27,2;não;30,1;não;3,4;não;0;27;65;não;93;não;3,21;21,84;4,9;21,5;24,1;1005,4;1008,4;3,21;22,31
07/11/2016;24,4;não;26,8;não;29,2;não;2,8;não;0;26;67;não;89;não;2,85;20,58;5,6;21,1;24,2;1005,8;1009,2;2,81;22,12
06/11/2016;25,2;não;27,6;não;30;não;0,2;não;1;25;61;não;84;não;3,05;23,53;5,5;20,7;23,8;1006,5;1010,5;0,84;22,13
05/11/2016;24,3;não;27,1;não;29,9;não;1,8;não;0;24;59;não;90;não;3,13;18,51;5,3;20,2;23,4;1007,7;1011;2,1;22,77
04/11/2016;25,9;não;28;não;30,1;não;0;não;2;23;63;não;80;não;3;23,44;5;21,2;23,2;1007,8;1010,7;0,7;23,07
03/11/2016;24,9;não;27,55;não;30,2;não;0;não;1;22;63;não;85;não;3,17;23,98;5,3;21,3;23,6;1006,7;1009,6;0,77;23,77
02/11/2016;25,1;não;27,65;não;30,2;não;1,4;não;0;21;60;não;89;não;3,14;23,53;4,7;21;23,5;1006,4;1008,9;1,83;24,54
01/11/2016;25,7;não;28,2;não;30,7;não;0;não;11;20;48;não;78;não;3,26;24,9;6,2;17,8;22,4;1005,7;1008,9;0,83;24,97
31/10/2016;25,6;não;27,85;não;30,1;não;0;não;10;19;60;não;78;não;3,03;23,11;6,3;20,6;22,5;1005,5;1008,8;0,79;25,8
30/10/2016;25,7;não;28,25;não;30,8;não;0;não;9;18;53;não;82;não;3,3;23,95;7,1;19,4;23,3;1005,9;1009,7;0,89;26,59
29/10/2016;24,1;não;27,1;não;30,1;não;0;não;8;17;65;não;87;não;3,23;25,94;3,4;21,6;23,6;1006,6;1010;0,91;27,48
28/10/2016;25,4;não;27,7;não;30;não;0;não;7;16;61;não;79;não;3,01;24,92;3,8;20,5;22,6;1005,2;1008,3;0,86;28,39
27/10/2016;25,2;não;28;não;30,8;não;0;não;6;15;53;não;81;não;3,37;25,77;4,6;18,8;21,8;1003,8;1008,1;1,01;29,25
26/10/2016;25,5;não;27,6;não;29,7;não;0;não;5;14;58;não;79;não;2,88;24,75;5,9;19,6;22,5;1003,8;1008,1;0,88;30,26
25/10/2016;25,5;não;27,85;não;30,2;não;0;não;4;13;63;não;83;não;3,08;25,82;5,2;21;23,3;1004,7;1008,6;0,97;31,14
24/10/2016;24,6;não;27;não;29,4;não;0,4;não;3;12;65;não;88;não;2,88;16,36;5,1;20,5;23,5;1006,2;1009,6;1,21;32,11
23/10/2016;24,8;não;27,4;não;30;não;0;não;2;11;62;não;80;não;3,09;23,57;4,7;20,8;23,7;1006,4;1009,8;1,03;32,92
22/10/2016;25,6;não;27,5;não;29,4;não;0;não;1;10;63;não;82;não;2,75;25,41;4,4;21;22,9;1005,9;1009;0,95;33,95
21/10/2016;24,5;não;27,1;não;29,7;não;3,2;não;0;9;67;não;93;não;3;22,31;4,6;21,5;24,5;1004,7;1008,3;3;34,9
20/10/2016;24,4;não;27,15;não;29,9;não;0,4;não;3;8;63;não;89;não;3,09;25,96;4,9;21,1;23,4;1004,8;1007,9;1,34;34,7
19/10/2016;25,3;não;27,55;não;29,8;não;0;não;2;7;66;não;84;não;2,94;23;5,9;21,8;23,5;1004,7;1009,3;1,07;35,64
18/10/2016;24,1;não;26,95;não;29,8;não;0;não;1;6;63;não;83;não;3,09;24,72;5,1;20,2;23,2;1007,1;1010;1,15;36,71
17/10/2016;22,6;não;26,3;não;30;não;3,6;não;0;5;61;não;94;não;3,38;25,44;5,7;19,8;24,3;1006,1;1009,4;3,38;37,86
16/10/2016;22,8;não;26,3;não;29,8;não;1,2;não;0;4;59;não;93;não;3,27;23,26;5;20;22,9;1005,1;1009,4;1,98;37,64
15/10/2016;23,3;não;26,65;não;30;não;0,4;não;3;3;56;não;91;não;3,28;25,19;6,3;19,3;22,4;1006,4;1010,6;1,53;38,42
14/10/2016;25,4;não;27,55;não;29,7;não;0,4;não;2;2;62;não;85;não;2,88;23,87;4,8;20,7;23,3;1007,3;1011,1;1,39;39,55
13/10/2016;22,3;não;25,95;não;29,6;não;0;não;1;1;62;não;94;não;3,25;25,43;4,8;20,7;22,7;1008,3;1011,6;1,34;40,54
12/10/2016;22,9;não;26,05;não;29,2;não;11,4;não;0;0;61;não;95;não;3;18,6;3;20;24,1;1005,3;1009,9;3;41,88
11/10/2016;25,6;não;28;não;30,4;não;0;não;1;30;51;não;76;não;3,12;27,02;6,5;17,6;21,6;1005,3;1009,3;1,06;33,48
10/10/2016;23,9;não;26,95;não;30;não;1;não;0;29;56;não;87;não;3,19;23,48;6,4;19,5;23,1;1006,3;1010,2;1,76;34,54
09/10/2016;25,6;não;27,8;não;30;não;0;não;27;28;63;não;82;não;2,96;25,58;5,8;21,1;23,1;1006;1009,3;1,06;35,3
08/10/2016;25,2;não;27,8;não;30,4;não;0;não;26;27;64;não;83;não;3,17;24,57;3,5;21,7;23,4;1005,6;1008,7;1,17;36,36
07/10/2016;23,8;não;27,15;não;30,5;não;0;não;25;26;59;não;84;não;3,4;26,33;2;20,5;22,5;1003,6;1007,2;1,3;37,53
06/10/2016;25,2;não;27,65;não;30,1;não;0;não;24;25;66;não;83;não;3,05;24,4;3,3;21,1;23,5;1002,9;1006,6;1,21;38,83
05/10/2016;25,2;não;27,65;não;30,1;não;0;não;23;24;62;não;83;não;3,05;24,88;3,9;20,8;23;1003,7;1007,9;1,24;40,04
04/10/2016;23,9;não;27,05;não;30,2;não;0;não;22;23;62;não;82;não;3,26;23,64;4,2;20;23;1004,8;1008,3;1,36;41,28
03/10/2016;23;não;26,5;não;30;não;0;não;21;22;57;não;84;não;3,3;23,02;4,7;19,7;22;1005,5;1009,5;1,43;42,64
02/10/2016;25,6;não;27,7;não;29,8;não;0;não;20;21;57;não;79;não;2,87;25,07;6,3;19,4;22,1;1005,9;1009,8;1,29;44,07
01/10/2016;25,9;não;28,05;não;30,2;não;0;não;19;20;56;não;81;não;2,99;23,89;4,9;20;22,8;1006,5;1010;1,37;45,36
30/09/2016;24,3;não;27,25;não;30,2;não;0;não;18;19;51;não;85;não;3,2;25,78;3,3;18,2;22,6;1005,5;1009,6;1,52;46,73
29/09/2016;23,1;não;26,7;não;30,3;não;0;não;17;18;53;não;84;não;3,4;25,31;4,7;18,5;21,9;1005,3;1009,4;1,67;48,25
28/09/2016;25,5;não;27,85;não;30,2;não;0;não;16;17;57;não;81;não;3,04;26,53;4,7;19,4;22,5;1006,4;1010,3;1,54;49,92
27/09/2016;23,5;não;26,55;não;29,6;não;0;não;15;16;65;não;88;não;3,06;25,22;4,1;21,1;23,4;1005,7;1009,9;1,6;51,46
26/09/2016;24,8;não;27,25;não;29,7;não;0;não;14;15;58;não;76;não;2,93;26,22;3,1;19,4;21,9;1005,6;1009,1;1,58;53,06
25/09/2016;25;não;27,35;não;29,7;não;0;não;13;14;56;não;77;não;2,9;25,42;4,5;19;21,4;1005,4;1011,2;1,61;54,64
24/09/2016;25,1;não;27,45;não;29,8;não;0;não;12;13;59;não;79;não;2,93;25,7;4,3;20;22,2;1008,5;1011,8;1,67;56,25
23/09/2016;25,3;não;27,7;não;30,1;não;0;não;11;12;62;não;82;não;3,01;26,55;4;20,7;22,8;1009,3;1012,3;1,77;57,92
22/09/2016;25;não;27,55;não;30,1;não;0;não;10;11;66;não;85;não;3,05;25,54;4,3;21,7;23,8;1007,2;1010,3;1,85;59,69
21/09/2016;25,4;não;27,45;não;29,5;não;0;não;9;10;67;não;86;não;2,77;23,66;3,5;22,1;23,7;1007;1010;1,73;61,54
20/09/2016;22,8;não;26,1;não;29,4;não;0;não;8;9;63;não;87;não;3,06;25,41;4,1;20,1;22,7;1006,9;1010;1,96;63,27
19/09/2016;22;não;25,75;não;29,5;não;0;não;7;8;60;não;87;não;3,21;24,78;4,8;19,7;22,2;1006,9;1011;2,13;65,23
18/09/2016;24;sim;26;sim;28;sim;0;sim;6;7;;não;;não;2,63;;;;;;;1,8;67,36
17/09/2016;25,1;não;27,4;não;29,7;não;0;não;5;6;60;não;84;não;2,88;24,02;5,3;19,1;23;1007,6;1011,7;2,02;69,16
16/09/2016;24,2;não;27,1;não;30;não;0,2;não;4;5;66;não;86;não;3,11;22,4;3,9;21,5;23,8;1008,1;1011,2;2,3;71,18
15/09/2016;24,7;não;27,05;não;29,4;não;0;não;3;4;60;não;84;não;2,81;24,97;4,3;19,8;22,5;1007,8;1011,7;2,09;73,28
14/09/2016;22,4;não;26,1;não;29,8;não;0;não;2;3;62;não;90;não;3,27;22,61;4,1;20,4;23,4;1008;1011,8;2,5;75,37
13/09/2016;21,5;não;25,3;não;29,1;não;0;não;1;2;61;não;89;não;3,1;25,25;4,8;19,6;21,9;1007,5;1011,1;2,45;77,87
12/09/2016;22,6;não;25,7;não;28,8;não;1,4;não;0;1;62;não;89;não;2,84;25,56;5,9;19,5;22,1;1006,9;1011,4;2,57;80,32
11/09/2016;22,2;não;25,35;não;28,5;não;20,4;não;0;0;69;não;97;não;2,78;19,69;3,2;21,1;24;1008,4;1012,9;2,78;81,49
10/09/2016;22,6;não;24,5;não;26,4;não;11,6;não;0;0;71;não;96;não;2,03;13,04;2,5;19,9;24,4;1009,8;1013,2;2,03;63,87
09/09/2016;22,1;não;25,75;não;29,4;não;0;não;4;20;55;não;86;não;3,14;26,5;5;18,3;21,1;1008,6;1011,7;1,73;54,3
08/09/2016;22,1;não;25,7;não;29,3;não;0;não;3;19;48;não;83;não;3,1;26,38;6;16,2;20,6;1007,4;1011,5;1,76;56,03
07/09/2016;21,8;não;25,45;não;29,1;não;0;não;2;18;49;não;85;não;3,05;26,12;5,5;16,8;20,3;1007,8;1012,3;1,79;57,79
06/09/2016;22,3;não;25,65;não;29;não;0,4;não;1;17;58;não;89;não;2,95;25,05;5,2;19,3;22,1;1008,6;1011,9;1,94;59,58
05/09/2016;22,6;não;25,9;não;29,2;não;3,4;não;0;16;61;não;93;não;2,99;22,5;5,5;19,5;23,1;1008,6;1012,2;2,99;61,12
04/09/2016;22,9;não;26,05;não;29,2;não;0;não;4;15;60;não;85;não;2,95;24,47;6;19,9;21,8;1008,6;1011,3;1,82;60,71
03/09/2016;24,5;não;27,05;não;29,6;não;0;não;3;14;63;não;84;não;2,89;23,81;6,5;19,8;22,5;1008,2;1011,5;1,83;62,53
02/09/2016;23,7;não;26,7;não;29,7;não;0,2;não;2;13;60;não;86;não;3,03;21,2;5,6;20,4;23;1008,4;1011,4;2,05;64,36
01/09/2016;25,4;não;27,65;não;29,9;não;0;não;1;12;55;não;82;não;2,89;23,07;5,5;19,7;22,7;1008;1012;1,94;66,21
31/08/2016;24,4;não;26,65;não;28,9;não;1;não;0;11;71;não;91;não;2,64;21,11;6,2;22;23,9;1008;1011,1;2,12;68,15
30/08/2016;22,5;não;25,65;não;28,8;não;0,2;não;2;10;67;não;91;não;2,84;16,1;5,6;20,1;23,7;1007,7;1011,4;2,06;69,27
29/08/2016;21,9;não;25,7;não;29,5;não;0,6;não;1;9;59;não;93;não;3,19;23,23;5,5;20;22,8;1007,9;1011,1;2,46;71,13
28/08/2016;21,9;não;24,95;não;28;não;7,8;não;0;8;69;não;95;não;2,62;14,64;2,8;19,5;23,3;1008,3;1011,1;2,62;72,99
27/08/2016;21,5;não;25,3;não;29,1;não;0;não;2;7;58;não;87;não;3,08;24,56;5;19;21,5;1007;1010,6;2,12;67,81
26/08/2016;21,6;não;25,35;não;29,1;não;0;não;1;6;52;não;90;não;3,06;24,82;5,2;17,6;21;1006,4;1011,1;2,17;69,93
25/08/2016;21,5;não;24,95;não;28,4;não;7,2;não;0;5;65;não;95;não;2,81;19,11;4,8;19,9;22,5;1008,2;1011,5;2,81;72,1
24/08/2016;22,3;não;25,85;não;29,4;não;0,2;não;4;4;56;não;92;não;3,09;24,29;2,1;19,1;21,9;1008,8;1012,2;2,18;67,71
23/08/2016;24,5;não;27;não;29,5;não;0;não;3;3;62;não;85;não;2,84;22,08;4,8;19,7;23;1008,2;1011,1;2,01;69,69
22/08/2016;22,3;não;25,55;não;28,8;não;0;não;2;2;63;não;90;não;2,85;24,47;4,6;20;22,6;1007,1;1010,9;2,07;71,7
21/08/2016;23,5;não;26,2;não;28,9;não;0;não;1;1;57;não;85;não;2,74;23,16;4,1;18,9;21,9;1008,3;1011,3;2,05;73,77
